PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Tudeshki, H; Schulz, T; Fuchs, H; Reinartz, R				Tudeshki, H; Schulz, T; Fuchs, H; Reinartz, R			Examination of the mining aspects of quarrying limestone at Pya Daung in Myanmar	ZKG INTERNATIONAL			German	Article								The Institute of Mining Engineering III at the Aachen University of Technology (Open Cast Mining and Drilling Technology) concentrates its teaching and research on national and international raw material extraction in quarries. Studies and diploma work for solving realistic situations are assigned and supervised in close cooperation with the raw materials industry to achieve a professionally oriented education. As art example, this article provides information on the examination of the mining aspects of limestone extraction for producing cement in Myanmar. A computer-aided representation of the deposit is built up from the basic data and their evaluation. Based on a mass and area balance the mining aspects of a section of the deposit are examined and evaluated taking into account the specified service Iz;fe of the clinker plant to be supplied.	Rhein Westfal TH Aachen, Inst Bergbaukunde 3, D-5100 Aachen, Germany; O&K Min GmbH Dortmund, Dortmund, Germany	Tudeshki, H (reprint author), Rhein Westfal TH Aachen, Inst Bergbaukunde 3, D-5100 Aachen, Germany.						BENDER F, 1983, GEBRUDER BORNTRAEGER, P72; CUMMINGS J, 1996, MYANMAR BURMA LO JAN, P22; FUCHS H, 1998, THESIS MYANMAR; GEORGEN H, 1987, FESTGESTEINSTAGEBAU, P25; KOLLNER H, 1997, MYANMAR BURMA NELLES, P7; KUSOGI S, 1998, PLANT ENG DEVISION L; KYAW SH, 1997, WATER LEVEL ISOPATCH; LUMAKSONO A, 1997, TIRTAMAS ONODA E OCT; MUCHIDIN AS, 1997, MASTER SCHEDULE PYA; MUCHIDIN AS, 1997, TIRTAMAS ONODA E OCT; *PT SEM CIB IND, 1996, PT SEM CIB IND ANN R; SOO KD, 1997, TIRTAMAS ONODA E SEP	12	0	0	0	0	BAUVERLAG GMBH	WALLUF	PRESSEHAUS, AM KLINGENWEG 4A, D-65396 WALLUF, GERMANY	0949-0205			ZKG INT	ZKG Int.		1999	52	11					632	638						7	Construction & Building Technology; Materials Science, Multidisciplinary	Construction & Building Technology; Materials Science	267QA	WOS:000084369700010					2018-12-03	
J	Rehle, TM; Saidel, TJ; Hassig, SE; Bouey, PD; Gaillard, EM; Sokal, DC				Rehle, TM; Saidel, TJ; Hassig, SE; Bouey, PD; Gaillard, EM; Sokal, DC			AVERT: a user-friendly model to estimate the impact of HIV sexually transmitted disease prevention interventions on HIV transmission	AIDS			English	Article						HIV infection; sexually transmitted diseases (STD); HIV/STD prevention; impact on HIV transmission; evaluation of program effectiveness; sexual behavior; computer model; developing countries	HUMAN-IMMUNODEFICIENCY-VIRUS; RISK-FACTORS; HETEROSEXUAL TRANSMISSION; TYPE-1 SEROCONVERSION; DEVELOPING-COUNTRIES; EPIDEMIOLOGIC MODEL; GENITAL ULCERS; INFECTION; FEMALE; MEN	Objective: To introduce the newly developed AVERT model by describing the purpose, logic, advantages and limitations of the model, to validate the model's estimates against seroconversion data from a large randomized controlled trial, and to provide practical examples of its applications. Design: Static, deterministic spreadsheet-type model based on per sex act HIV-1 transmission probabilities. Methods: Data from a recently completed trial carried out in Cameroon were used to validate the estimated number of new HIV infections generated by the AVERT model. A relatively limited set of biological and behavioral parameters was used to estimate the impact of a targeted HIV/sexually transmitted disease (STD) prevention intervention in a South African mining community. Results: The comparison of AVERT estimates with actual seroincidence data from the Cameroon trial not only confirmed the validity of the model's outputs but also illustrated its potential to provide additional options in data analysis. Modeling the pre-and post-intervention scenarios for the South African mining community with AVERT provided estimates of the number of HIV infections averted due to targeted periodic presumptive STD treatment and community-based peer education. Conclusions: With a small number of accessible input variables, AVERT can provide plausible and defendable impact estimates of intervention effects on the reduction of HIV transmission. The AVERT model may be a helpful tool for decision-makers and planners in setting appropriate program priorities and analysing the cost-effectiveness of different intervention packages. (C) 1998 Lippincott Williams & Wilkins.	Family Hlth Int, HIV AIDS Prevent & Care Dept, AIDSCAP, Arlington, VA 22201 USA; Tulane Univ, Sch Publ Hlth & Trop Med, Dept Biostat & Epidemiol, New Orleans, LA 70118 USA; Natl Nat Amer AIDS Prevent Ctr, Oakland, CA USA; MEG Comp, Port Au Prince, Haiti; FHI, Durham, NC USA	Rehle, TM (reprint author), Family Hlth Int, HIV AIDS Prevent & Care Dept, AIDSCAP, 2101 Wilson Blvd,Suite 700, Arlington, VA 22201 USA.						ANDERSON RM, 1991, NATURE, V352, P581, DOI 10.1038/352581a0; Atkins MC, 1996, BRIT MED J, V313, P341, DOI 10.1136/bmj.313.7053.341; Bernstein RS, 1998, INTERFACES, V28, P101, DOI 10.1287/inte.28.3.101; Boily MC, 1996, SEX TRANSM DIS, V23, P312, DOI 10.1097/00007435-199607000-00012; BROOKMEYER R, 1986, LANCET, V2, P1320; Buve A, 1995, AIDS, V9 Suppl A, pS103; CAMERON DW, 1989, LANCET, V2, P403; CATES W, 1992, AM J PUBLIC HEALTH, V82, P1479, DOI 10.2105/AJPH.82.11.1479; Celentano DD, 1996, JAMA-J AM MED ASSOC, V275, P122, DOI 10.1001/jama.275.2.122; CHIN J, 1991, B WORLD HEALTH ORGAN, V69, P399; Cohen MS, 1997, LANCET, V349, P1868, DOI 10.1016/S0140-6736(97)02190-9; Dallabetta G, 1997, CURR OPIN INFECT DIS, V10, P22, DOI 10.1097/00001432-199702000-00006; DEGRUTTOLA V, 1989, J CLIN EPIDEMIOL, V42, P849, DOI 10.1016/0895-4356(89)90098-X; Deschamps MM, 1996, ANN INTERN MED, V125, P324, DOI 10.7326/0003-4819-125-4-199608150-00011; Dickerson MC, 1996, SEX TRANSM DIS, V23, P429, DOI 10.1097/00007435-199609000-00015; Downs AM, 1996, J ACQ IMMUN DEF SYND, V11, P388, DOI 10.1097/00042560-199604010-00010; DUERR A, 1994, 10 INT C AIDS YOK AU; *FAM HLTH INT, 1997, AIDSCAP PROJ FIN REP; Feldblum P J, 1995, AIDS, V9 Suppl A, pS85; GARNETT GP, 1995, J ACQ IMMUN DEF SYND, V9, P500; Garnett GP, 1997, AIDS, V11, P681, DOI 10.1097/00002030-199705000-00017; Ghys PD, 1997, AIDS, V11, pF85, DOI 10.1097/00002030-199712000-00001; Gregson S, 1996, AIDS, V10, P1689, DOI 10.1097/00002030-199612000-00014; GROSSKURTH H, 1995, LANCET, V346, P530, DOI 10.1016/S0140-6736(95)91380-7; HAYES RJ, 1995, J TROP MED HYG, V98, P1; Jackson DJ, 1997, LANCET, V350, P1076, DOI 10.1016/S0140-6736(05)70456-6; KASSLER WJ, 1994, AIDS, V8, P351, DOI 10.1097/00002030-199403000-00009; Koopman JS, 1997, J ACQ IMMUN DEF SYND, V14, P249, DOI 10.1097/00042560-199703010-00009; KREISS J, 1994, J INFECT DIS, V170, P1597, DOI 10.1093/infdis/170.6.1597; LAGA M, 1993, AIDS, V7, P95, DOI 10.1097/00002030-199301000-00015; LowBeer D, 1997, B WORLD HEALTH ORGAN, V75, P213; Mastro T D, 1996, AIDS, V10 Suppl A, pS75, DOI 10.1097/00002030-199601001-00011; MASTRO TD, 1994, LANCET, V343, P204, DOI 10.1016/S0140-6736(94)90990-3; Mbizvo MT, 1996, AIDS, V10, P895, DOI 10.1097/00002030-199607000-00013; MEHENDALE SM, 1995, J INFECT DIS, V172, P1486, DOI 10.1093/infdis/172.6.1486; MERTENS TE, 1990, AIDS, V4, P57, DOI 10.1097/00002030-199001000-00008; MORRIS M, 1994, AM J EPIDEMIOL, V140, P217, DOI 10.1093/oxfordjournals.aje.a117241; Mostad SB, 1997, LANCET, V350, P922, DOI 10.1016/S0140-6736(97)04240-2; Padian NS, 1997, AM J EPIDEMIOL, V146, P350; Pinkerton SD, 1997, AIDS, V11, P347, DOI 10.1097/00002030-199703110-00013; PLOURDE PJ, 1994, J INFECT DIS, V170, P313, DOI 10.1093/infdis/170.2.313; PLUMMER FA, 1991, J INFECT DIS, V163, P223; ROBINSON NJ, 1995, AIDS, V9, P1263, DOI 10.1097/00002030-199511000-00008; Roddy RE, 1998, NEW ENGL J MED, V339, P504, DOI 10.1056/NEJM199808203390803; ROSENBERG MJ, 1992, AM J PUBLIC HEALTH, V82, P1473, DOI 10.2105/AJPH.82.11.1473; Royce RA, 1997, NEW ENGL J MED, V336, P1072, DOI 10.1056/NEJM199704103361507; Saidel T, 1996, AM J EPIDEMIOL, V144, P214; SATTEN GA, 1994, STAT MED, V13, P2097, DOI 10.1002/sim.4780131918; SEITZ ST, 1994, MODELING AIDS EPIDEM; Stoneburner RL, 1996, AM J EPIDEMIOL, V144, P682; STRATTON P, 1994, REPROD MED REV, V3, P113; TAKO JB, 1996, 11 INT C AIDS VANC J; WEINSTEIN MC, 1989, CONFRONTING AIDS SEX, P471; WILEY JA, 1989, STAT MED, V8, P93, DOI 10.1002/sim.4780080110	54	34	34	0	2	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	227 EAST WASHINGTON SQ, PHILADELPHIA, PA 19106 USA	0269-9370			AIDS	Aids	SEP	1998	12			2			S27	S35						9	Immunology; Infectious Diseases; Virology	Immunology; Infectious Diseases; Virology	129MN	WOS:000076467700004	9792359				2018-12-03	
J	Konig, C; Rosen, B				Konig, C; Rosen, B			Calculation and mesh generation of a three-dimensional matrix fracture system	JOURNAL OF HYDRAULIC RESEARCH			English	Article								In solid rock aquifers low matrix permeability is often accompanied with fractures and faults of different scales. Therefore, numerical modeling of such coupled systems is very complex. Flow of groundwater and mass transport processes in fractured systems have to be modeled along discrete surfaces joined to the common matrix representation. This leads to high demands on the quality of finite element mesh generation. Another difficulty is the evaluation of field parameters needed in the design of realistic models to simulate natural systems. This paper presents a strategy to generate three dimensional finite element meshes, which allows the modeling of groundwater flow and contaminant transport in a coupled matrix fracture aquifer system. Software development and data evaluation for the discussed application example comes from the research project "Development and Application of Analytical Methods on Investigations of the Reliability of Disposals in Open Mines" sponsored by the German Ministry of Education and Research. The scope of this project is to determine the influence of a rising groundwater level in closed coal mines on the transport of contaminants from waste material deposits in cut coal seams.	GKW mbH, Bochum, Germany	Konig, C (reprint author), GKW mbH, Bochum, Germany.						FISHER NI, 1987, STAT ANAL SPHERICAL; GAMBOLATI G, 1986, ADV WATER RESOURCES, V9; *GKW ING, 1998, SPRING US MAN VERS 1; HERBERT AW, 1994, NAPSACK SUMMARY DOCU; HIMMELSBACH T, 1994, J INT ASS HYDROGEOLO, V2, P40; HUWEL A, 1995, THESIS RUHR U BOCHUM; KINZELBACH W, 1987, NUMERISCHE METHODEN; KOSAKOWSKI G, 1997, Z ANGEW GEOL, V43, P81; KULATILAKE PHSW, 1993, INT J ROCK MECH MIN, V30, P503, DOI 10.1016/0148-9062(93)92217-E; LONG JCS, 1985, J GEOPHYS RES-SOLID, V90, P3087, DOI 10.1029/JB090iB04p03087; RENTZ D, 1997, ERSTELLUNG NETZGENER; ROWE RK, 1989, CONTAMINANT TRANSPOR; VANGENUCHTEN MT, 1980, CLOSED EQUATION PRED; WALLBRECHNER E, 1986, TEKTONISCHE GEFUGEAN; WANG JSY, 1985, WATER RESOUR RES, V21, P1861, DOI 10.1029/WR021i012p01861; Wendland E. C., 1996, THESIS RUHR U BOCHUM; Witthuser K, 1997, FIELD SCREENING EUROPE, P183; WITTHUSER K, 1996, GEOSTATISTISCHE METH; WOLLRATH J, 1990, THESIS U HANNOVER	19	3	3	0	4	INT ASSN HYDRAULIC RESEARCH	DELFT	PO BOX 177, 2600 DELFT, NETHERLANDS	0022-1686			J HYDRAUL RES	J. Hydraul. Res.		1998	36	6					867	883		10.1080/00221689809498590				17	Engineering, Civil; Water Resources	Engineering; Water Resources	148RV	WOS:000077546800002					2018-12-03	
J	Boyd, TM; Romig, PR				Boyd, TM; Romig, PR			Cross-disciplinary education: The use of interactive case studies to teach geophysical exploration	COMPUTERS & GEOSCIENCES			English	Article						geophysics; education; World Wide Web		Cross-disciplinary training in the earth sciences is a difficult issue that has elicited concerns in academia and industry. Many problems associated with cross-disciplinary training stem from the fact that the earth sciences have evolved as a collection of loosely related, poorly coordinated specialties with little communication or interaction between them. As a result, when asked to teach across disciplinary boundaries, our instinctive reaction is to provide a watered-down version of the derails that we teach our own students rather than the conceptual understanding that will help others work with us. This makes it difficult for earth scientists to provide the public with a coherent education in the fundamentals of earth science, and it has impeded the development of a common foundation for interaction between earth-science specialists. We have designed a computer-based learning environment for use in cross-disciplinary, earth-science education. This environment entails more than simply providing traditional course materials in an electronic form. Rather, the relevant material is conveyed through the use of a generalization of the case-study approach we refer to as the interactive case study approach. Through the use of computer simulations, students are allowed to interact with all aspects of the case, thereby helping them to become comfortable with the thought processes employed by a specialist and develop an intuitive understanding of the underlying physics. This educational model has been applied to the development of an introductory course in geophysical exploration geared toward upper-level undergraduate students not majoring in geophysics. The cases used in the course are couched in terms of a request for bid (RFB) requiring the use of a specific geophysical technique to solve a specific geologic or engineering problem. In responding to this RFB, students must write proposals, design geophysi cal surveys, interpret data derived from these surveys, and report on their results. All of these activities are supported through an interactive World Wide Web-based environment, and all are aimed at helping students develop an intuitive understanding of the nature of geophysical exploration and the subsurface constraints that can be derived from geophysical observations. The materials associated with the course are available for public use by all at http://www.mines.edu/fs_home/tboyd/GP311. (C) 1997 Elsevier Science Ltd.		Boyd, TM (reprint author), COLORADO SCH MINES,DEPT GEOPHYS,GOLDEN,CO 80401, USA.						GREVE G, 1994, LEADING EDGE, V14, P1106; KRONBERGER F, 1994, LEADING EDGE, V13, P298; ROBERTSON J, 1995, LEADING EDGE, V14, P6; THOMASSON R, 1994, GEOTIMES, V39, P4; ZEN EA, 1989, GEOTIMES, V34, P14	5	4	4	2	9	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB	0098-3004			COMPUT GEOSCI	Comput. Geosci.	JUN	1997	23	5					593	599		10.1016/S0098-3004(97)00028-9				7	Computer Science, Interdisciplinary Applications; Geosciences, Multidisciplinary	Computer Science; Geology	XP417	WOS:A1997XP41700013					2018-12-03	
B	Parzen, E		Scott, DW		Parzen, E			Data mining, statistical methods mining, and history of statistics	MINING AND MODELING MASSIVE DATA SETS IN SCIENCE, ENGINEERING, AND BUSINESS WITH A SUBTHEME IN ENVIRONMENTAL STATISTICS	COMPUTING SCIENCE AND STATISTICS (SERIES)		English	Proceedings Paper	29th Symposium on the Interface between Computing Science and Statistics	MAY 14-17, 1997	HOUSTON, TX	Univ Texas M D Anderson Cancer Ctr, Univ Texas Hlth Sci Ctr, Sch Public Hlth, W M Keck Ctr Computational Biol				The emerging field of "data mining" is (according to Pregibon (1996)) a blend of statistics, artificial intelligence, and database research. It is projected to be a multi-billion dollar industry by the year 2000. I propose the name "statistical methods mining" for the process of developing land marketing) various maps of the world of statistical knowledge in order to apply to data mining the enormous virtual encyclopaedia of statistical knowledge that exists in the literature. I propose that planning modern core, applied, and computational statistical activities should be based on statistical history whose mottos are "the purpose of statistical computing is insight not numbers" and "the purpose of statistical history is insight (about future influences) not details (of past influences)". The goal of statistical methods mining is to promote the optimum practice of analysis of diverse (possibly massive) data sets by enabling researchers in all fields to be made aware that statisticians have important roles to play to provide expertise about classical and modern statistical methods, theory, practice, applications, and computational techniques for data mining and statistical inference (extraction of information and identification of models from data). Contents of this paper are: 1. Future of statistics is bright, future of statisticians needs planning; 2. What went wrong in the recent history of statistical science; 3. Balancing core research and interdisciplinary research; 4. Statistical education and statistical modeling are analogous iterative cycles; 5. Statistical history was never neglected in past thinking about the future of statistics.	Texas A&M Univ, Dept Stat, College Stn, TX 77843 USA	Parzen, E (reprint author), Texas A&M Univ, Dept Stat, College Stn, TX 77843 USA.						BILLARD L, 1996, J AM STAT ASSOC, V92, P1; BOX GEP, 1980, AM STAT, V34, P65; Fienberg S.E., 1992, STAT SCI, V7, P208; GHURYE SG, 1975, ADV APPL PROBABILI S, V7; GOODMAN A, 1994, P INT 93 25 S INT CO; GOODMAN A, 1975, ENCY INFORMATION SCI, V1; HEALY MJR, 1978, J ROY STAT SOC A STA, V141, P385, DOI 10.2307/2344809; HOGG R. V., 1986, STAT SCI, V1, P285; Hunter PW, 1996, HIST MATH, V23, P7, DOI 10.1006/hmat.1996.0002; KETTENRING J, 1996, AMSTAT NEWS      MAY, P3; KETTENRING JR, 1995, AM STAT, V49, P2, DOI 10.2307/2684799; KOTZ S, 1991, BREAKTHROUGHS STAT, V1; KOTZ S, 1991, BREAKTHROUGHS STAT, V2; MCPHERSON G, 1989, J ROY STAT SOC A STA, V152, P221, DOI 10.2307/2982916; NEWTON HJ, 1997, STATCONCEPTS VISUAL; Ogden R T, 1997, ESSENTIAL WAVELETS S; OLKIN I, 1990, STAT SCI, V5, P121; PARZEN E, 1991, P COMP SCI STAT INTE, P235; PARZEN E, 1993, P COMP SCI STAT INF, V24, P602; PREGIBON D, 1996, STAT COMPUTING GRAPH, V7, P8; Pregibon D, 1996, ADV KNOWLEDGE DISCOV, P83; TUKEY JW, 1962, ANN MATH STAT, V33, P1, DOI 10.1214/aoms/1177704711; Watts D. G., 1968, FUTURE STAT	23	0	0	0	3	INTERFACE FOUNDATION NORTH AMERICA	FAIRFAX	PO BOX 7460, FAIRFAX, VA 22039-7460 USA			1-886658-04-8	COMP SCI STAT			1997	29	1					365	374						10	Operations Research & Management Science; Mathematics, Applied; Statistics & Probability	Operations Research & Management Science; Mathematics	BM60M	WOS:000079222400092					2018-12-03	
B	Gordon, MS; Williams, MJ		Waegemann, CP		Gordon, MS; Williams, MJ			Spatial data mining for health research, planning and education	TOWARD AN ELECTRONIC PATIENT RECORD '97 - CONFERENCE AND EXPOSITION, PROCEEDINGS, VOLS 1-3			English	Proceedings Paper	Conference on Toward an Electronic Patient Record 97	APR 27-MAY 03, 1997	NASHVILLE, TN	Med Records Inst						Gordon, MS (reprint author), THOMAS EDISON STATE COLL,TRENTON,NJ, USA.							0	0	0	1	4	MEDICAL RECORDS INSTITUTE	NEWTON	567 WALNUT ST, PO BOX 600770, NEWTON, MA 02160			0-9640667-9-3				1997							B212	B218						7	Health Policy & Services; Medical Informatics	Health Care Sciences & Services; Medical Informatics	BH83G	WOS:A1997BH83G00091					2018-12-03	
B	Rodrigues, JDA; Pandolfelli, VC		Stett, MA		Rodrigues, JDA; Pandolfelli, VC			The Brazilian experience in refractories education	UNIFIED INTERNATIONAL TECHNICAL CONFERENCE ON REFRACTORIES (UNITECR 97), VOL 1 - 3: 5TH BIENNIAL WORLDWIDE CONGRESS - REFRACTORIES, A WORLDWIDE TECHNOLOGY			English	Proceedings Paper	5th Unified International Technical Conference on Refractories - a Worldwide Technology (UNITECR 97)	NOV 04-07, 1997	RADISSON HOTEL, NEW ORLEANS, LA	Amer Ceram Soc	RADISSON HOTEL			Due to the large steel production, refractories are of great interest for the Brazilian steelmaking industry. The funding institutions that support the technological development and the universities which are responsible for education, also share this interest, and in order to match the dynamic changes in the area they are constantly updating their targets and teaching topics. Traditionally the Schools of Metallurgical and Mining Engineering have in their educational programs some courses dealing with the various features of ceramic refractories applied to the different branches of metallurgy. In 1970, the first Materials Engineering undergraduate course in Brazil started at the Federal University of Sao Carlos, in the city of Sao Carlos (Sao Paulo state). One of the purposes was to establish a ceramic educational group which included the teaching of refractories in a modern and broader framework of ceramic materials based on the fundamental concepts of Materials Science and the applied knowledge of Materials Engineering. This paper presents general features of the teaching of refractories, their future targets and some numerical data which will give an idea of the dimensions of this area of activity in Brazil.	Univ Fed Sao Carlos, Dept Mat Engn, BR-13565905 Sao Carlos, SP, Brazil	Rodrigues, JDA (reprint author), Univ Fed Sao Carlos, Dept Mat Engn, Via Washington Luiz,Km 235, BR-13565905 Sao Carlos, SP, Brazil.							0	0	0	0	1	AMER CERAMIC SOC	WESTERVILLE	735 CERAMIC PLACE, WESTERVILLE, OH 43081-8720 USA			1-57498-048-3				1997							1125	1134						10	Engineering, Chemical; Materials Science, Ceramics; Metallurgy & Metallurgical Engineering	Engineering; Materials Science; Metallurgy & Metallurgical Engineering	BK71D	WOS:000073159700119					2018-12-03	
J	RYAN, WE; KRISHNA, MK; SWANSON, CE				RYAN, WE; KRISHNA, MK; SWANSON, CE			A PROSPECTIVE-STUDY EVALUATING EARLY REHABILITATION IN PREVENTING BACK PAIN CHRONICITY IN MINE WORKERS	SPINE			English	Article						BACK PAIN REHABILITATION; MINE WORKERS; PREVENTION		Study Design. This was a prospective study. Objectives. To evaluate the results of education and early rehabilitation in the prevention of back pain chronicity in coal mine workers. Summary of Background Data. A new mine was established in central Queensland, Australia. Preventing chronicity is important in the treatment of back pain in the industrial setting, because back pain if often refractory to treatment. Back pain patients also constitute the majority of compensation claims. Methods. A back pain program was instituted that comprised work force education, early injury reporting, first aid at the mine, and changing workplace psychosocial perceptions. Management employees were actively involved. The time off work; number of claims per hundred workers, and costs per claim were compared with another mine in the area. Results. The median time to return to work was 10 days. In the study group the number of claims and costs per claim were significantly less (P < 0.01) as compared to the control group. Conclusions. This was an easy to institute, inexpensive back pain program, which succeeded in preventing back pain chronicity in the studied group of mine workers with no worker being off work for more than 60 days.		RYAN, WE (reprint author), HOLY SPIRIT HOSP,DEPT ORTHOPAED SURG,259 WICKHAM TERRACE,BRISBANE,QLD 4000,AUSTRALIA.		Swanson, Cheryl/F-4847-2010					0	20	20	0	0	LIPPINCOTT-RAVEN PUBL	PHILADELPHIA	227 EAST WASHINGTON SQUARE, PHILADELPHIA, PA 19106	0362-2436			SPINE	SPINE	FEB 15	1995	20	4					489	491		10.1097/00007632-199502001-00014				3	Clinical Neurology; Orthopedics	Neurosciences & Neurology; Orthopedics	QH894	WOS:A1995QH89400014	7747235	Bronze			2018-12-03	
J	ROBINSON, D; WILKINSON, D				ROBINSON, D; WILKINSON, D			SENSE OF COMMUNITY IN A REMOTE MINING TOWN - VALIDATING A NEIGHBORHOOD COHESION SCALE	AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY			English	Note						NEIGHBORHOOD COHESION; SENSE OF COMMUNITY; SCHOOL-AGE CHILDREN		Psychometric properties and determinants of Buckner's Neighborhood Cohesion Index (NCI) have previously been reported for 206 individuals from three Washington, DC suburbs. This study analyses the properties and determinants of the scale for 1182 mine workers in Elliot Lake, a remote Canadian single-industry town. Data were collected through in-person interviews. The scale in the Elliot Lake sample was highly reliable (alpha = .91) and the Elliot Lake and Washington NCI item-total scab correlations were similar. Multiple regression found income and education related significantly negatively and years in neighborhood and home ownership significantly positively to NCI with coefficients comparable to those Buckner found in Washington. However, additional significant positive predictors of NCI were home equity, length of home ownership, and the presence of both pre-school-age and school-age children in the home, whereas a significant negative predictor was poor health. The NCI thus appears to be stable across societies, and shows systematic relationships with background variables. Home equity, duration of home ownership, children and health were significant predictors of NCI in our larger Canadian sample.	LAURENTIAN UNIV,DEPT SOCIOL & ANTHROPOL,SUDBURY,ON P3E 2C6,CANADA	ROBINSON, D (reprint author), LAURENTIAN UNIV,INST NO ONTARIO RES & DEV,DEPT ECON,RAMSEY LAKE RD,SUDBURY,ON P3E 2C6,CANADA.		Banks, Tamara/G-3007-2012				BUCKNER JC, 1988, AM J COMMUN PSYCHOL, V16, P771, DOI 10.1007/BF00930892; DAVIDSON WB, 1986, J APPL SOC PSYCHOL, V16, P608, DOI 10.1111/j.1559-1816.1986.tb01162.x; Glynn T. J., 1981, HUM RELAT, V34, P780; GOUDY WJ, 1990, RURAL SOCIOL, V55, P178; Hunter A., 1972, SOCIAL CONSTRUCTION, P44; JAMES LR, 1982, J APPL PSYCHOL, V67, P219, DOI 10.1037//0021-9010.67.2.219; JANOWITZ M, 1978, LAST HALF CENTURY; Moos R, 1974, SOCIAL CLIMATE SCALE; MOOS RH, 1976, HUMAN CONTEXT ENV DE; OROPESA RS, 1992, SOCIOL INQ, V62, P107, DOI 10.1111/j.1475-682X.1992.tb00186.x; ROBINSON D, 1994, ELTS ELTSA11 WORK PA; SAMPSON RJ, 1991, SOC FORCES, V70, P43, DOI 10.2307/2580061; Sarason S. B, 1974, PSYCHOL SENSE COMMUN; WILKINSON D, 1992, ELLIOT LAKE TRACKING	14	49	50	0	11	PLENUM PUBL CORP	NEW YORK	233 SPRING ST, NEW YORK, NY 10013	0091-0562			AM J COMMUN PSYCHOL	Am. J. Community Psychol.	FEB	1995	23	1					137	148		10.1007/BF02506926				12	Public, Environmental & Occupational Health; Psychology, Multidisciplinary; Social Work	Public, Environmental & Occupational Health; Psychology; Social Work	RT877	WOS:A1995RT87700008					2018-12-03	
J	BECK, RD				BECK, RD			THE IMAGE OF THE MINERALS INDUSTRY	CIM BULLETIN			English	Article								The minerals industry needs the support of all sections of the population if it is going to be able to supply the new materials required for future development. It will achieve this support only if its image is good. Perceived images of the minerals industry are examined in respect of history, technology, environment, safety, education, and economics. Concern is expressed about the low technological image of the industry and the declining number of students enrolling in minerals-related disciplines. It is concluded that it is the professionals, through Institutes like The South African Institute of Mining and Metallurgy, who must take the lead in improving the image of the minerals industry. The Presidential Address gives data to support this thesis; data that, is hoped, can be used in efforts to educate people about the minerals industry.									0	0	0	0	0	CANADIAN INST MINING METALLURGY PETROLEUM	CALGARY	101 6TH AVE SW, STE 320, CALGARY AB TZP 3P4, CANADA	0317-0926			CIM BULL	CIM Bull.	APR	1992	85	959					86	88						3	Metallurgy & Metallurgical Engineering; Mining & Mineral Processing	Metallurgy & Metallurgical Engineering; Mining & Mineral Processing	HR071	WOS:A1992HR07100012					2018-12-03	
J	BECK, RD				BECK, RD			PRESIDENTIAL-ADDRESS - THE IMAGE OF THE MINERALS INDUSTRY	JOURNAL OF THE SOUTH AFRICAN INSTITUTE OF MINING AND METALLURGY			English	Article								The minerals industry needs the support of all sections of the population if it is going to be able to supply the new materials required for future development. It will achieve this support only if its image is good. Perceived images of the minerals industry are examined in respect of history, technology, environment, safety, education, and economics. Concern is expressed about the low technological image of the industry and the declining number of students enrolling in minerals-related disciplines. It is concluded that it is the professionals, through institutes like The South African Institute of Mining and Metallurgy, who must take the lead in improving the image of the minerals industry. The Presidential Address gives data to support this thesis; data that, is hoped, can be used in efforts to educate people about the minerals industry.		BECK, RD (reprint author), GOLD FIELDS S AFRICA LTD,POB 1167,JOHANNESBURG 2000,SOUTH AFRICA.						Agricola G., 1950, REMETALLICA; ARNDT RR, 1989, TECHNOLOGIESE MANNEK, P10; ASHWORTH E, 1987, AM MINING C J    APR, P8; BROWN AN, 1982, J S AFR I MIN ME SEP, P257; DAUMAS M, HIST TECHNOLOGY INVE, V3, P518; DEMMER MG, 1990, 1990 P WORKSH ED TRA; JAMIESON DM, 1964, J S AFR I MIN ME AUG, P22; MCCULLOCH PC, 1990, CRS PERSPECTIVES OCT, P6; RALPH J, 1990, AUSTRALASIAN I MININ, V5; SHAW CT, 1990, MINERAL RESOURCE ENG, V3, P157; VANRENSBURG PWJ, 1973, J S AFR I MIN ME OCT, P100; 1990, MINING MAGAZINE, V163, P310; 1989, CANADIANS PERCEPTION; CRISIS ENG ED; 1991, MINING J, V316, P196; 1990, NO MINER        0129, P4	16	0	0	0	0	SOUTH AFRICAN INST MIN METALL	MARSHALLTOWN TRANSVAAL	PO BOX 61127 11-13 MACLAREN ST 13TH FLOOR-CAPE TOWERS, MARSHALLTOWN TRANSVAAL 2107, SOUTH AFRICA	0038-223X			J S AFR I MIN METALL	J. S. Afr. Inst. Min. Metall.	SEP	1991	91	9					327	337						11	Metallurgy & Metallurgical Engineering; Mining & Mineral Processing	Metallurgy & Metallurgical Engineering; Mining & Mineral Processing	GV729	WOS:A1991GV72900004					2018-12-03	
