PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Escandon-Quintanilla, ML; Gardoni, M; Cohendet, P				Escandon-Quintanilla, Ma-Lorena; Gardoni, Mickael; Cohendet, Patrick			Improving concept development with data exploration in the context of an innovation and technological design course	INTERNATIONAL JOURNAL OF INTERACTIVE DESIGN AND MANUFACTURING - IJIDEM												Innovation is about continuously pursuing better, more efficient solutions, and organizations allocate vast resources to achieve this goal. One challenge is the access to and exploitation of information, as teams attempt to harness existing knowledge to design solutions efficiently. This article is concerned with two of the earliest stages of the concept development process, information gathering and idea generation. Information gathering and idea generation can be enhanced to find hints for more innovative or diverse concepts for engineering solutions by the use of data mining tools and techniques to exploit patent data. A case is presented where teams of engineering students, in the context of a higher education course for innovation and technological design, explore data from domain specific patents to develop innovative solutions. The findings indicate that the use of data can be advantageous for team creativity, as it helps identify potential solution elements, materials and current technologies.																	1955-2513	1955-2505				FEB	2018	12	1					161	172		10.1007/s12008-017-0380-5								WOS:000424264600013						
J	Reiner, BI				Reiner, Bruce I.			Redefining the Practice of Peer Review Through Intelligent Automation-Part 3: Automated Report Analysis and Data Reconciliation	JOURNAL OF DIGITAL IMAGING												One method for addressing existing peer review limitations is the assignment of peer review cases on a completely blinded basis, in which the peer reviewer would create an independent report which can then be cross-referenced with the primary reader report of record. By leveraging existing computerized data mining techniques, one could in theory automate and objectify the process of report data extraction, classification, and analysis, while reducing time and resource requirements intrinsic to manual peer review report analysis. Once inter-report analysis has been performed, resulting inter-report discrepancies can be presented to the radiologist of record for review, along with the option to directly communicate with the peer reviewer through an electronic data reconciliation tool aimed at collaboratively resolving inter-report discrepancies and improving report accuracy. All associated report and reconciled data could in turn be recorded in a referenceable peer review database, which provides opportunity for context and user-specific education and decision support.																	0897-1889	1618-727X				FEB	2018	31	1					1	4		10.1007/s10278-017-0006-2								WOS:000423542000001	28744581					
J	Bailey, DL; Pichler, BJ; Guckel, B; Antoch, G; Barthel, H; Bhujwalla, ZM; Biskup, S; Biswal, S; Bitzer, M; Boellaard, R; Braren, RF; Brendle, C; Brindle, K; Chiti, A; la Fougere, C; Gillies, R; Goh, V; Goyen, M; Hacker, M; Heukamp, L; Knudsen, GM; Krackhardt, AM; Law, I; Morris, JC; Nikolaou, K; Nuyts, J; Ordonez, AA; Pantel, K; Quick, HH; Riklund, K; Sabri, O; Sattler, B; Troost, EGC; Zaiss, M; Zender, L; Beyer, T				Bailey, D. L.; Pichler, B. J.; Gueckel, B.; Antoch, G.; Barthel, H.; Bhujwalla, Z. M.; Biskup, S.; Biswal, S.; Bitzer, M.; Boellaard, R.; Braren, R. F.; Brendle, C.; Brindle, K.; Chiti, A.; la Fougere, C.; Gillies, R.; Goh, V.; Goyen, M.; Hacker, M.; Heukamp, L.; Knudsen, G. M.; Krackhardt, A. M.; Law, I.; Morris, J. C.; Nikolaou, K.; Nuyts, J.; Ordonez, A. A.; Pantel, K.; Quick, H. H.; Riklund, K.; Sabri, O.; Sattler, B.; Troost, E. G. C.; Zaiss, M.; Zender, L.; Beyer, Thomas			Combined PET/MRI: Global Warming-Summary Report of the 6th International Workshop on PET/MRI, March 27-29, 2017, Tubingen, Germany	MOLECULAR IMAGING AND BIOLOGY												The 6th annual meeting to address key issues in positron emission tomography (PET)/magnetic resonance imaging (MRI) was held again in Tubingen, Germany, from March 27 to 29, 2017. Over three days of invited plenary lectures, round table discussions and dialogue board deliberations, participants critically assessed the current state of PET/MRI, both clinically and as a research tool, and attempted to chart future directions. The meeting addressed the use of PET/MRI and workflows in oncology, neurosciences, infection, inflammation and chronic pain syndromes, as well as deeper discussions about how best to characterise the tumour microenvironment, optimise the complementary information available from PET and MRI, and how advanced data mining and bioinformatics, as well as information from liquid biomarkers (circulating tumour cells and nucleic acids) and pathology, can be integrated to give a more complete characterisation of disease phenotype. Some issues that have dominated previous meetings, such as the accuracy of MR-based attenuation correction (AC) of the PET scan, were finally put to rest as having been adequately addressed for the majority of clinical situations. Likewise, the ability to standardise PET systems for use in multicentre trials was confirmed, thus removing a perceived barrier to larger clinical imaging trials. The meeting openly questioned whether PET/MRI should, in all cases, be used as a whole-body imaging modality or whether in many circumstances it would best be employed to give an in-depth study of previously identified disease in a single organ or region. The meeting concluded that there is still much work to be done in the integration of data from different fields and in developing a common language for all stakeholders involved. In addition, the participants advocated joint training and education for individuals who engage in routine PET/MRI. It was agreed that PET/MRI can enhance our understanding of normal and disrupted biology, and we are in a position to describe the in vivo nature of disease processes, metabolism, evolution of cancer and the monitoring of response to pharmacological interventions and therapies. As such, PET/MRI is a key to advancing medicine and patient care.				Braren, Rickmer/U-3254-2018; Knudsen, Gitte/C-1368-2013	Braren, Rickmer/0000-0001-6039-6957; Knudsen, Gitte/0000-0003-1508-6866; Riklund, Katrine/0000-0001-5227-8117; Nuyts, Johan/0000-0003-1923-6198; Goh, Vicky/0000-0002-2321-8091; Law, Ian/0000-0001-9644-7496; la Fougere, Christian/0000-0001-7519-0417												1536-1632	1860-2002				FEB	2018	20	1					4	20		10.1007/s11307-017-1123-5								WOS:000422977500002	28971346					
J	Boeren, E				Boeren, Ellen			The Methodological Underdog: A Review of Quantitative Research in the Key Adult Education Journals	ADULT EDUCATION QUARTERLY												An examination of articles published in leading adult education journals demonstrates that qualitative research dominates. To better understand this situation, a review of journal articles reporting on quantitative research has been undertaken by the author of this article. Differences in methodological strengths and weaknesses between quantitative and qualitative research are discussed, followed by a data mining exercise on 1,089 journal articles published in Adult Education Quarterly, Studies in Continuing Education, and International Journal of Lifelong Learning. A categorization of quantitative adult education research is presented, as well as a critical discussion on why quantitative adult education does not seem to be widespread in the key adult education journals.																	0741-7136	1552-3047				FEB	2018	68	1					63	79		10.1177/0741713617739347								WOS:000418951700004						
J	Ackermann, M; Botha, D; van der Waldt, G				Ackermann, Marietjie; Botha, Doret; van der Waldt, Gerrit			Potential socio-economic consequences of mine closure	TD-THE JOURNAL FOR TRANSDISCIPLINARY RESEARCH IN SOUTHERN AFRICA												Background: Mine closures generally reveal negligence on the part of mining houses, not only in terms of the environment, but also the surrounding mining communities. Aim: This article reflects on the findings of research into the socio-economic consequences of mine closure. The research specifically explored how mineworkers' dependency on their employment at a mine affects their ability to sustain their livelihood. Setting: The research was conducted at the Orkney Mine and the Grootvlei Mine (Springs). Methods: The research was conducted within a naturalistic domain, guided by a relativist orientation, a constructivist ontology and an interpretivist epistemology. Data were collected by means of document analysis, semi-structured interviews, focus group discussion and unstructured observation. Results: From the research findings, it is evident that mine closures, in general, have a devastating effect on the surrounding mining communities as well as on the employees. Mine closures in the case studies gradually depleted the mining communities' livelihood assets and resulted in the collapse of their coping strategies and livelihood outcomes. It generally affected the communities' nutrition, health, education, food security, water, shelter, levels of community participation and personal safety. Conclusion: If not managed efficiently and effectively, mine closures may pose significant challenges to the mining industry, government, the environment, national and local economic prosperity and communities in the peripheral areas of mines. This truly amplifies that mine closure, whether temporary or permanent, is an issue that needs to be addressed with responsibility towards all stakeholders, including the mining community and the labour force.					Van der Waldt, Gerrit/0000-0001-9458-1982												1817-4434	2415-2005				JAN 26	2018	14	1							UNSP a458	10.4102/td.v14i1.458								WOS:000429637000001						
J	Haber, P; Moro, PL; Ng, C; Lewis, PW; Hibbs, B; Schillie, SF; Nelson, NP; Li, RX; Stewart, B; Cano, MV				Haber, Penina; Moro, Pedro L.; Ng, Carmen; Lewis, Paige W.; Hibbs, Beth; Schillie, Sarah F.; Nelson, Noele P.; Li, Rongxia; Stewart, Brock; Cano, Maria V.			Safety of currently licensed hepatitis B surface antigen vaccines in the United States, Vaccine Adverse Event Reporting System (VAERS), 2005-2015	VACCINE												Introduction: Currently four recombinant hepatitis B (HepB) vaccines are in use in the United States. HepB vaccines are recommended for infants, children and adults. We assessed adverse events (AEs) following HepB vaccines reported to the Vaccine Adverse Event Reporting System (VAERS), a national spontaneous reporting system. Methods: We searched VAERS for reports of AEs following single antigen HepB vaccine and HepB-containing vaccines (either given alone or with other vaccines), from January 2005 - December 2015. We conducted descriptive analyses and performed empirical Bayesian data mining to assess disproportionate reporting. We reviewed serious reports including reports of special interest. Results: VAERS received 20,231 reports following HepB or HepB-containing vaccines: 10,291 (51%) in persons <2 years of age; 2588 (13%) in persons 2-18 years and 5867 (29%) in persons >18 years; for 1485 (7.3%) age was missing. Dizziness and nausea (8.4% each) were the most frequently reported AEs following a single antigen HepB vaccine: fever (23%) and injection site erythema (11%) were most frequent following Hep-containing vaccines. Of the 4444 (22%) reports after single antigen HepB vaccine, 303 (6.8%) were serious, including 45 deaths. Most commonly reported cause of death was Sudden Infant Death Syndrome (197). Most common non-death serious reports following single antigen HepB vaccines among infants aged <1 month, were nervous system disorders (15) among children aged 123 months; infections and infestation (8) among persons age 2-18 years blood and lymphatic systemic disorders; and general disorders and administration site conditions among persons age >18 years. Most common vaccination error following single antigen HepB was incorrect product storage. Conclusions: Review current U.S.-licensed HepB vaccines administered alone or in combination with other vaccines did not reveal new or unexpected safety concerns. Vaccination errors were identified which indicate the need for training and education of providers on HepB vaccine indications and recommendations. Published by Elsevier Ltd.																	0264-410X	1873-2518				JAN 25	2018	36	4					559	564		10.1016/j.vaccine.2017.11.079								WOS:000424185100019	29241647					
J	Berchin, II; Sima, M; de Lima, MA; Biesel, S; dos Santos, LP; Ferreira, RV; Guerra, JBSOA; Ceci, F				Berchin, Issa Ibrahim; Sima, Mihaela; de Lima, Mauricio Andrade; Biesel, Shelly; dos Santos, Leandro Piazza; Ferreira, Renata Vilma; Osorio de Andrade Guerra, Jose Baltazar Salgueirinho; Ceci, Flavio			The importance of international conferences on sustainable development as higher education institutions' strategies to promote sustainability: A case study in Brazil	JOURNAL OF CLEANER PRODUCTION												This paper analyzes the significance of international conferences for higher education institutions (HEIs)' promotion of sustainability. The paper has undertaken a detailed review of the scientific literature on strategies of HEIs to promote sustainability, hence identifying eight HEIs strategies that these institutions can adopt to become more sustainable (developing an Institutional Agenda, promoting Research, improving Teaching, enhancing green Campus Operations, stimulating community Outreach, and promoting Knowledge Dissemination). Based on this review, and focusing on knowledge dissemination, particularly on the academic events (conferences, seminars and workshops), 69 international academic conferences on sustainability were selected for analysis (from 2012 to 2016). From these conferences 21 proved suitable for a text mining analysis due to the data availability - i.e. articles published online. These articles were organized and submitted to the Collocations Extraction process, creating a list of important terms for each conference, based on their frequency in the articles. Furthermore, the relevance of these terms was tested using the Google Trends tool, to evidence the frequency of their Google searching. Finally, two conferences were selected for a more in-depth analysis, exploring their results and contributions (REGSA and LINKS conferences) to promote sustainability. The main results of the paper outline that international conferences have become important HEIs' strategies to promote various issues of sustainability, through sharing knowledge, experiences, projects, initiatives and methods. It can be noticed a high interdisciplinary and multidisciplinary character of these events, illustrated by the multitude of promoted topics and participation, but also an increasing interest to actively involve stakeholders in discussing and promoting sustainability and sustainable development. (C) 2017 Elsevier Ltd. All rights reserved.																	0959-6526	1879-1786				JAN 10	2018	171						756	772		10.1016/j.jclepro.2017.10.042								WOS:000418978100067						
S	Martins, MPG; Migueis, VL; Fonseca, DSB			IEEE	Martins, Maria P. G.; Migueis, Vera L.; Fonseca, D. S. B.			Educational Data Mining: A Literature Review	2018 13TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI)	Iberian Conference on Information Systems and Technologies				13th Iberian Conference on Information Systems and Technologies (CISTI)	JUN 13-16, 2018	Caceres, SPAIN	Univ Extremadura, Associacao Iberica Sistemas Tecnologias Informacao, IEEE Portugal Sect, IEEE SMC Portugal Chapter, IEEE Spain Sect				With the aim of disseminating the potential and the capacity of Educational Data Mining (EDM) as an instrument of investigation and analysis in the support to the management of Higher Education Institutions, this paper presents a brief description of some of the most relevant studies in the area. The analysis carried out allows to highlight the innovations that EDM has been promoting, as well as current and future research trends.																	2166-0727		978-9-8998-4348-6				2018																		WOS:000450056500148						
B	Huang, SZ		Wang, YM; Zhou, DC		Huang, Shaozhen			Research and Application of Association Rule Mining Algorithm on Teaching and Learning of Distance Education Platform	2018 4TH INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT AND INFORMATION TECHNOLOGY (ICEMIT 2018)					4th International Conference on Education Management and Information Technology (ICEMIT)	JUL 07-08, 2018	Changchun, PEOPLES R CHINA					This paper introduces the basic principles of association rule mining algorithms, and in turn studies association rule mining algorithms based on the number of variables (dimensions) involved in mining, the level of abstraction of data, and the categories of processing variables (Boolean and numeric). This paper summarizes, analyzes and compares some typical algorithms. Finally, the research direction of association rule mining algorithms is prospected.																			978-1-912407-39-2				2018							602	605										WOS:000450415100132						
S	Kalata, K; Alhosban, A			IEEE	Kalata, Kathleen; Alhosban, Amal			Discovering a New Correlations and Patterns related to Educational Programs in Web Development	2018 8TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY (CSIT)	International Conference on Computer Science and Information Technology				8th International Conference on Computer Science and Information Technology (CSIT)	JUL 11-12, 2018	Appl Sci Private Univ, Amman, JORDAN	IEEE Comp Soc, Sci Res Support Fund, Appl Sci Private Univ, Fac Informat Technol	Appl Sci Private Univ			Web design and development and Website management are two fields that are classified within computer science in the educational datasets. There are several datasets that provide aggregate data about higher education institutions. However, the IPEDS dataset provides data not only about the institution, but also the finance, programs, staffing, enrollment and graduates. The numbers of graduates have been growing from 2010 through 2014. This paper looks at institutional characteristics, which may impact institutions offering Web programs or having a larger program.																	2381-3458		978-1-5386-4152-1				2018							180	185										WOS:000450198100031						
B	Buenano-Fernandez, D; Villegas-Ch, W; Lujan-Mora, S			IEEE	Buenano-Fernandez, Diego; Villegas-Ch, W.; Lujan-Mora, Sergio			Using text mining to evaluate student interaction in virtual learning environments	2018 IEEE WORLD ENGINEERING EDUCATION CONFERENCE (EDUNINE)					2nd IEEE World Engineering Education Conference (EDUNINE)	MAR 11-14, 2018	Univ CAECE, Buenos Aires, ARGENTINA	Inst Elect & Elect Engineers, Inst Elect & Elect Engineers Educ Soc, COPEC Sci & Educ Res Org	Univ CAECE			The field of education has been affected by globalization and the constant increase of online courses. The high number of students enrolled in these learning environments and their constant interaction with platforms generate a large amount of data that is difficult to handle with traditional methods of data analysis. The permanence of students in these courses poses challenges aimed at raising their level of commitment and motivation. Several articles with this approach have been identified in the literature analyzed in this work. Some of them are related to the application of text mining techniques aimed at analyzing the interaction of students in these environments. This interaction is based on entries included in discussion forums, emails or interaction in social networks. In this article, we explore the interaction of students through text mining techniques in different student interaction environments in a massive open online course (MOOC). The research focuses on the calculation and analysis of the frequency of terms, the analysis of concordances and groupings in n-grams.																			978-1-5386-4889-6				2018							23	28										WOS:000450307200005						
